Date,Train_No,Line,Station,Scheduled_Time,Actual_Time,Delay_Minutes,Is_Peak_Hour,Scheduled_DateTime,Actual_DateTime,Hour,Delay_Category
08-10-2025,90066,Western,Churchgate,3.00.00 PM,3.02.00 PM,2,FALSE,08-10-2025 15.00,08-10-2025 15.02,15,On-Time / Minor
08-10-2025,11067,Central,Karjat,3.30.00 PM,3.30.00 PM,0,FALSE,08-10-2025 15.30,08-10-2025 15.30,15,On-Time / Minor
08-10-2025,90068,Western,Borivali,4.00.00 PM,4.00.00 PM,0,FALSE,08-10-2025 16.00,08-10-2025 16.00,16,On-Time / Minor
08-10-2025,11069,Central,Thane,4.30.00 PM,4.33.00 PM,3,FALSE,08-10-2025 16.30,08-10-2025 16.33,16,On-Time / Minor
08-10-2025,90070,Western,Churchgate,5.00.00 PM,5.02.00 PM,2,FALSE,08-10-2025 17.00,08-10-2025 17.02,17,On-Time / Minor
08-10-2025,11071,Central,Thane,5.30.00 PM,5.30.00 PM,0,FALSE,08-10-2025 17.30,08-10-2025 17.30,17,On-Time / Minor
08-10-2025,90072,Western,Virar,6.00.00 PM,6.02.00 PM,2,TRUE,08-10-2025 18.00,08-10-2025 18.02,18,On-Time / Minor
08-10-2025,11073,Central,Thane,6.30.00 PM,6.33.00 PM,3,TRUE,08-10-2025 18.30,08-10-2025 18.33,18,On-Time / Minor
08-10-2025,90074,Western,Dadar,7.00.00 PM,7.10.00 PM,10,TRUE,08-10-2025 19.00,08-10-2025 19.10,19,Moderate Delay
08-10-2025,11075,Central,Karjat,7.30.00 PM,7.31.00 PM,1,TRUE,08-10-2025 19.30,08-10-2025 19.31,19,On-Time / Minor
08-10-2025,90076,Western,Bandra,8.00.00 PM,8.09.00 PM,9,TRUE,08-10-2025 20.00,08-10-2025 20.09,20,Moderate Delay
08-10-2025,11077,Central,Karjat,8.30.00 PM,8.40.00 PM,10,TRUE,08-10-2025 20.30,08-10-2025 20.40,20,Moderate Delay
08-10-2025,90078,Western,Andheri,9.00.00 PM,9.00.00 PM,0,FALSE,08-10-2025 21.00,08-10-2025 21.00,21,On-Time / Minor
08-10-2025,11079,Central,Dadar,9.30.00 PM,9.31.00 PM,1,FALSE,08-10-2025 21.30,08-10-2025 21.31,21,On-Time / Minor
08-10-2025,90080,Western,Bandra,10.00.00 PM,10.01.00 PM,1,FALSE,08-10-2025 22.00,08-10-2025 22.01,22,On-Time / Minor
08-10-2025,11081,Central,CSMT,10.30.00 PM,10.33.00 PM,3,FALSE,08-10-2025 22.30,08-10-2025 22.33,22,On-Time / Minor
08-10-2025,90082,Western,Andheri,11.00.00 PM,11.00.00 PM,0,FALSE,08-10-2025 23.00,08-10-2025 23.00,23,On-Time / Minor
08-10-2025,11083,Central,CSMT,11.30.00 PM,11.34.00 PM,4,FALSE,08-10-2025 23.30,08-10-2025 23.34,23,Moderate Delay
09-10-2025,90084,Western,Virar,12.00.00 AM,12.01.00 AM,1,FALSE,09-10-2025 0.00,09-10-2025 0.01,0,On-Time / Minor
09-10-2025,11085,Central,Thane,12.30.00 AM,12.31.00 AM,1,FALSE,09-10-2025 0.30,09-10-2025 0.31,0,On-Time / Minor
09-10-2025,90086,Western,Borivali,1.00.00 AM,1.02.00 AM,2,FALSE,09-10-2025 1.00,09-10-2025 1.02,1,On-Time / Minor
09-10-2025,11087,Central,Thane,1.30.00 AM,1.31.00 AM,1,FALSE,09-10-2025 1.30,09-10-2025 1.31,1,On-Time / Minor
09-10-2025,90088,Western,Churchgate,2.00.00 AM,2.01.00 AM,1,FALSE,09-10-2025 2.00,09-10-2025 2.01,2,On-Time / Minor
09-10-2025,11089,Central,Thane,2.30.00 AM,2.32.00 AM,2,FALSE,09-10-2025 2.30,09-10-2025 2.32,2,On-Time / Minor
09-10-2025,90090,Western,Dadar,3.00.00 AM,3.02.00 AM,2,FALSE,09-10-2025 3.00,09-10-2025 3.02,3,On-Time / Minor
09-10-2025,11091,Central,CSMT,3.30.00 AM,3.32.00 AM,2,FALSE,09-10-2025 3.30,09-10-2025 3.32,3,On-Time / Minor
09-10-2025,90092,Western,Dadar,4.00.00 AM,4.01.00 AM,1,FALSE,09-10-2025 4.00,09-10-2025 4.01,4,On-Time / Minor
09-10-2025,11093,Central,Karjat,4.30.00 AM,4.35.00 AM,5,FALSE,09-10-2025 4.30,09-10-2025 4.35,4,Moderate Delay
09-10-2025,90094,Western,Dadar,5.00.00 AM,5.01.00 AM,1,FALSE,09-10-2025 5.00,09-10-2025 5.01,5,On-Time / Minor
09-10-2025,11095,Central,Kurla,5.30.00 AM,5.39.00 AM,9,FALSE,09-10-2025 5.30,09-10-2025 5.39,5,Moderate Delay
09-10-2025,90096,Western,Borivali,6.00.00 AM,6.05.00 AM,5,FALSE,09-10-2025 6.00,09-10-2025 6.05,6,Moderate Delay
09-10-2025,11097,Central,Kalyan,6.30.00 AM,6.30.00 AM,0,FALSE,09-10-2025 6.30,09-10-2025 6.30,6,On-Time / Minor
09-10-2025,90098,Western,Virar,7.00.00 AM,7.01.00 AM,1,FALSE,09-10-2025 7.00,09-10-2025 7.01,7,On-Time / Minor
09-10-2025,11099,Central,Thane,7.30.00 AM,7.34.00 AM,4,FALSE,09-10-2025 7.30,09-10-2025 7.34,7,Moderate Delay
09-10-2025,90000,Western,Virar,8.00.00 AM,8.02.00 AM,2,TRUE,09-10-2025 8.00,09-10-2025 8.02,8,On-Time / Minor
09-10-2025,11001,Central,CSMT,8.30.00 AM,8.31.00 AM,1,TRUE,09-10-2025 8.30,09-10-2025 8.31,8,On-Time / Minor
09-10-2025,90002,Western,Bandra,9.00.00 AM,9.00.00 AM,0,TRUE,09-10-2025 9.00,09-10-2025 9.00,9,On-Time / Minor
09-10-2025,11003,Central,Kalyan,9.30.00 AM,9.58.00 AM,28,TRUE,09-10-2025 9.30,09-10-2025 9.58,9,Severe Delay
09-10-2025,90004,Western,Virar,10.00.00 AM,10.04.00 AM,4,TRUE,09-10-2025 10.00,09-10-2025 10.04,10,Moderate Delay
09-10-2025,11005,Central,Thane,10.30.00 AM,10.47.00 AM,17,TRUE,09-10-2025 10.30,09-10-2025 10.47,10,Severe Delay
09-10-2025,90006,Western,Virar,11.00.00 AM,11.07.00 AM,7,FALSE,09-10-2025 11.00,09-10-2025 11.07,11,Moderate Delay
09-10-2025,11007,Central,Karjat,11.30.00 AM,11.30.00 AM,0,FALSE,09-10-2025 11.30,09-10-2025 11.30,11,On-Time / Minor
09-10-2025,90008,Western,Bandra,12.00.00 PM,12.03.00 PM,3,FALSE,09-10-2025 12.00,09-10-2025 12.03,12,On-Time / Minor
09-10-2025,11009,Central,Dadar,12.30.00 PM,12.32.00 PM,2,FALSE,09-10-2025 12.30,09-10-2025 12.32,12,On-Time / Minor
09-10-2025,90010,Western,Dadar,1.00.00 PM,1.01.00 PM,1,FALSE,09-10-2025 13.00,09-10-2025 13.01,13,On-Time / Minor
09-10-2025,11011,Central,Thane,1.30.00 PM,1.30.00 PM,0,FALSE,09-10-2025 13.30,09-10-2025 13.30,13,On-Time / Minor
09-10-2025,90012,Western,Dadar,2.00.00 PM,2.01.00 PM,1,FALSE,09-10-2025 14.00,09-10-2025 14.01,14,On-Time / Minor
09-10-2025,11013,Central,Kurla,2.30.00 PM,2.30.00 PM,0,FALSE,09-10-2025 14.30,09-10-2025 14.30,14,On-Time / Minor
09-10-2025,90014,Western,Andheri,3.00.00 PM,3.01.00 PM,1,FALSE,09-10-2025 15.00,09-10-2025 15.01,15,On-Time / Minor
09-10-2025,11015,Central,CSMT,3.30.00 PM,3.32.00 PM,2,FALSE,09-10-2025 15.30,09-10-2025 15.32,15,On-Time / Minor
09-10-2025,90016,Western,Virar,4.00.00 PM,4.02.00 PM,2,FALSE,09-10-2025 16.00,09-10-2025 16.02,16,On-Time / Minor
09-10-2025,11017,Central,Kurla,4.30.00 PM,4.35.00 PM,5,FALSE,09-10-2025 16.30,09-10-2025 16.35,16,Moderate Delay
09-10-2025,90018,Western,Borivali,5.00.00 PM,5.02.00 PM,2,FALSE,09-10-2025 17.00,09-10-2025 17.02,17,On-Time / Minor
09-10-2025,11019,Central,CSMT,5.30.00 PM,5.31.00 PM,1,FALSE,09-10-2025 17.30,09-10-2025 17.31,17,On-Time / Minor
09-10-2025,90020,Western,Dadar,6.00.00 PM,6.06.00 PM,6,TRUE,09-10-2025 18.00,09-10-2025 18.06,18,Moderate Delay
09-10-2025,11021,Central,Dadar,6.30.00 PM,7.02.00 PM,32,TRUE,09-10-2025 18.30,09-10-2025 19.02,18,Severe Delay
09-10-2025,90022,Western,Borivali,7.00.00 PM,7.08.00 PM,8,TRUE,09-10-2025 19.00,09-10-2025 19.08,19,Moderate Delay
09-10-2025,11023,Central,Thane,7.30.00 PM,7.32.00 PM,2,TRUE,09-10-2025 19.30,09-10-2025 19.32,19,On-Time / Minor
09-10-2025,90024,Western,Borivali,8.00.00 PM,8.00.00 PM,0,TRUE,09-10-2025 20.00,09-10-2025 20.00,20,On-Time / Minor
09-10-2025,11025,Central,CSMT,8.30.00 PM,8.36.00 PM,6,TRUE,09-10-2025 20.30,09-10-2025 20.36,20,Moderate Delay
09-10-2025,90026,Western,Virar,9.00.00 PM,9.01.00 PM,1,FALSE,09-10-2025 21.00,09-10-2025 21.01,21,On-Time / Minor
09-10-2025,11027,Central,Karjat,9.30.00 PM,9.30.00 PM,0,FALSE,09-10-2025 21.30,09-10-2025 21.30,21,On-Time / Minor
09-10-2025,90028,Western,Borivali,10.00.00 PM,10.04.00 PM,4,FALSE,09-10-2025 22.00,09-10-2025 22.04,22,Moderate Delay
09-10-2025,11029,Central,Thane,10.30.00 PM,10.31.00 PM,1,FALSE,09-10-2025 22.30,09-10-2025 22.31,22,On-Time / Minor
09-10-2025,90030,Western,Borivali,11.00.00 PM,11.03.00 PM,3,FALSE,09-10-2025 23.00,09-10-2025 23.03,23,On-Time / Minor
09-10-2025,11031,Central,CSMT,11.30.00 PM,11.30.00 PM,0,FALSE,09-10-2025 23.30,09-10-2025 23.30,23,On-Time / Minor
10-10-2025,90032,Western,Bandra,12.00.00 AM,12.00.00 AM,0,FALSE,10-10-2025 0.00,10-10-2025 0.00,0,On-Time / Minor
10-10-2025,11033,Central,Karjat,12.30.00 AM,12.30.00 AM,0,FALSE,10-10-2025 0.30,10-10-2025 0.30,0,On-Time / Minor
10-10-2025,90034,Western,Borivali,1.00.00 AM,1.00.00 AM,0,FALSE,10-10-2025 1.00,10-10-2025 1.00,1,On-Time / Minor
10-10-2025,11035,Central,CSMT,1.30.00 AM,1.33.00 AM,3,FALSE,10-10-2025 1.30,10-10-2025 1.33,1,On-Time / Minor
10-10-2025,90036,Western,Andheri,2.00.00 AM,2.00.00 AM,0,FALSE,10-10-2025 2.00,10-10-2025 2.00,2,On-Time / Minor
10-10-2025,11037,Central,Kalyan,2.30.00 AM,2.30.00 AM,0,FALSE,10-10-2025 2.30,10-10-2025 2.30,2,On-Time / Minor
10-10-2025,90038,Western,Bandra,3.00.00 AM,3.02.00 AM,2,FALSE,10-10-2025 3.00,10-10-2025 3.02,3,On-Time / Minor
10-10-2025,11039,Central,Dadar,3.30.00 AM,3.35.00 AM,5,FALSE,10-10-2025 3.30,10-10-2025 3.35,3,Moderate Delay
10-10-2025,90040,Western,Churchgate,4.00.00 AM,4.04.00 AM,4,FALSE,10-10-2025 4.00,10-10-2025 4.04,4,Moderate Delay
10-10-2025,11041,Central,CSMT,4.30.00 AM,4.32.00 AM,2,FALSE,10-10-2025 4.30,10-10-2025 4.32,4,On-Time / Minor
10-10-2025,90042,Western,Virar,5.00.00 AM,5.05.00 AM,5,FALSE,10-10-2025 5.00,10-10-2025 5.05,5,Moderate Delay
10-10-2025,11043,Central,Kalyan,5.30.00 AM,5.31.00 AM,1,FALSE,10-10-2025 5.30,10-10-2025 5.31,5,On-Time / Minor
10-10-2025,90044,Western,Churchgate,6.00.00 AM,6.01.00 AM,1,FALSE,10-10-2025 6.00,10-10-2025 6.01,6,On-Time / Minor
10-10-2025,11045,Central,CSMT,6.30.00 AM,6.31.00 AM,1,FALSE,10-10-2025 6.30,10-10-2025 6.31,6,On-Time / Minor
10-10-2025,90046,Western,Dadar,7.00.00 AM,7.02.00 AM,2,FALSE,10-10-2025 7.00,10-10-2025 7.02,7,On-Time / Minor
10-10-2025,11047,Central,Kurla,7.30.00 AM,7.32.00 AM,2,FALSE,10-10-2025 7.30,10-10-2025 7.32,7,On-Time / Minor
10-10-2025,90048,Western,Virar,8.00.00 AM,8.20.00 AM,20,TRUE,10-10-2025 8.00,10-10-2025 8.20,8,Severe Delay
10-10-2025,11049,Central,Kurla,8.30.00 AM,8.33.00 AM,3,TRUE,10-10-2025 8.30,10-10-2025 8.33,8,On-Time / Minor
10-10-2025,90050,Western,Andheri,9.00.00 AM,9.11.00 AM,11,TRUE,10-10-2025 9.00,10-10-2025 9.11,9,Severe Delay
10-10-2025,11051,Central,Kalyan,9.30.00 AM,9.35.00 AM,5,TRUE,10-10-2025 9.30,10-10-2025 9.35,9,Moderate Delay
10-10-2025,90052,Western,Virar,10.00.00 AM,10.16.00 AM,16,TRUE,10-10-2025 10.00,10-10-2025 10.16,10,Severe Delay
10-10-2025,11053,Central,Thane,10.30.00 AM,11.13.00 AM,43,TRUE,10-10-2025 10.30,10-10-2025 11.13,10,Severe Delay
10-10-2025,90054,Western,Churchgate,11.00.00 AM,11.01.00 AM,1,FALSE,10-10-2025 11.00,10-10-2025 11.01,11,On-Time / Minor
10-10-2025,11055,Central,Kalyan,11.30.00 AM,11.33.00 AM,3,FALSE,10-10-2025 11.30,10-10-2025 11.33,11,On-Time / Minor
10-10-2025,90056,Western,Churchgate,12.00.00 PM,12.00.00 PM,0,FALSE,10-10-2025 12.00,10-10-2025 12.00,12,On-Time / Minor
10-10-2025,11057,Central,Karjat,12.30.00 PM,12.33.00 PM,3,FALSE,10-10-2025 12.30,10-10-2025 12.33,12,On-Time / Minor
10-10-2025,90058,Western,Borivali,1.00.00 PM,1.04.00 PM,4,FALSE,10-10-2025 13.00,10-10-2025 13.04,13,Moderate Delay
10-10-2025,11059,Central,CSMT,1.30.00 PM,1.30.00 PM,0,FALSE,10-10-2025 13.30,10-10-2025 13.30,13,On-Time / Minor
10-10-2025,90060,Western,Borivali,2.00.00 PM,2.00.00 PM,0,FALSE,10-10-2025 14.00,10-10-2025 14.00,14,On-Time / Minor
10-10-2025,11061,Central,Thane,2.30.00 PM,2.31.00 PM,1,FALSE,10-10-2025 14.30,10-10-2025 14.31,14,On-Time / Minor
10-10-2025,90062,Western,Andheri,3.00.00 PM,3.01.00 PM,1,FALSE,10-10-2025 15.00,10-10-2025 15.01,15,On-Time / Minor
10-10-2025,11063,Central,Kalyan,3.30.00 PM,3.32.00 PM,2,FALSE,10-10-2025 15.30,10-10-2025 15.32,15,On-Time / Minor
10-10-2025,90064,Western,Borivali,4.00.00 PM,4.01.00 PM,1,FALSE,10-10-2025 16.00,10-10-2025 16.01,16,On-Time / Minor
10-10-2025,11065,Central,Thane,4.30.00 PM,4.33.00 PM,3,FALSE,10-10-2025 16.30,10-10-2025 16.33,16,On-Time / Minor
10-10-2025,90066,Western,Bandra,5.00.00 PM,5.02.00 PM,2,FALSE,10-10-2025 17.00,10-10-2025 17.02,17,On-Time / Minor
10-10-2025,11067,Central,Kurla,5.30.00 PM,5.32.00 PM,2,FALSE,10-10-2025 17.30,10-10-2025 17.32,17,On-Time / Minor
10-10-2025,90068,Western,Dadar,6.00.00 PM,6.02.00 PM,2,TRUE,10-10-2025 18.00,10-10-2025 18.02,18,On-Time / Minor
10-10-2025,11069,Central,Kalyan,6.30.00 PM,6.42.00 PM,12,TRUE,10-10-2025 18.30,10-10-2025 18.42,18,Severe Delay
10-10-2025,90070,Western,Virar,7.00.00 PM,7.17.00 PM,17,TRUE,10-10-2025 19.00,10-10-2025 19.17,19,Severe Delay
10-10-2025,11071,Central,Karjat,7.30.00 PM,7.32.00 PM,2,TRUE,10-10-2025 19.30,10-10-2025 19.32,19,On-Time / Minor
10-10-2025,90072,Western,Dadar,8.00.00 PM,8.21.00 PM,21,TRUE,10-10-2025 20.00,10-10-2025 20.21,20,Severe Delay
10-10-2025,11073,Central,Thane,8.30.00 PM,8.47.00 PM,17,TRUE,10-10-2025 20.30,10-10-2025 20.47,20,Severe Delay
10-10-2025,90074,Western,Virar,9.00.00 PM,9.00.00 PM,0,FALSE,10-10-2025 21.00,10-10-2025 21.00,21,On-Time / Minor
10-10-2025,11075,Central,CSMT,9.30.00 PM,9.30.00 PM,0,FALSE,10-10-2025 21.30,10-10-2025 21.30,21,On-Time / Minor
10-10-2025,90076,Western,Andheri,10.00.00 PM,10.02.00 PM,2,FALSE,10-10-2025 22.00,10-10-2025 22.02,22,On-Time / Minor
10-10-2025,11077,Central,Thane,10.30.00 PM,10.32.00 PM,2,FALSE,10-10-2025 22.30,10-10-2025 22.32,22,On-Time / Minor
10-10-2025,90078,Western,Andheri,11.00.00 PM,11.03.00 PM,3,FALSE,10-10-2025 23.00,10-10-2025 23.03,23,On-Time / Minor
10-10-2025,11079,Central,Kalyan,11.30.00 PM,11.32.00 PM,2,FALSE,10-10-2025 23.30,10-10-2025 23.32,23,On-Time / Minor
11-10-2025,90080,Western,Dadar,12.00.00 AM,12.03.00 AM,3,FALSE,11-10-2025 0.00,11-10-2025 0.03,0,On-Time / Minor
11-10-2025,11081,Central,Dadar,12.30.00 AM,12.30.00 AM,0,FALSE,11-10-2025 0.30,11-10-2025 0.30,0,On-Time / Minor
11-10-2025,90082,Western,Bandra,1.00.00 AM,1.03.00 AM,3,FALSE,11-10-2025 1.00,11-10-2025 1.03,1,On-Time / Minor
11-10-2025,11083,Central,CSMT,1.30.00 AM,1.35.00 AM,5,FALSE,11-10-2025 1.30,11-10-2025 1.35,1,Moderate Delay
11-10-2025,90084,Western,Churchgate,2.00.00 AM,2.00.00 AM,0,FALSE,11-10-2025 2.00,11-10-2025 2.00,2,On-Time / Minor
11-10-2025,11085,Central,Kalyan,2.30.00 AM,2.30.00 AM,0,FALSE,11-10-2025 2.30,11-10-2025 2.30,2,On-Time / Minor
11-10-2025,90086,Western,Andheri,3.00.00 AM,3.00.00 AM,0,FALSE,11-10-2025 3.00,11-10-2025 3.00,3,On-Time / Minor
11-10-2025,11087,Central,CSMT,3.30.00 AM,3.31.00 AM,1,FALSE,11-10-2025 3.30,11-10-2025 3.31,3,On-Time / Minor
11-10-2025,90088,Western,Virar,4.00.00 AM,4.01.00 AM,1,FALSE,11-10-2025 4.00,11-10-2025 4.01,4,On-Time / Minor
11-10-2025,11089,Central,Kalyan,4.30.00 AM,4.31.00 AM,1,FALSE,11-10-2025 4.30,11-10-2025 4.31,4,On-Time / Minor
11-10-2025,90090,Western,Borivali,5.00.00 AM,5.01.00 AM,1,FALSE,11-10-2025 5.00,11-10-2025 5.01,5,On-Time / Minor
11-10-2025,11091,Central,Thane,5.30.00 AM,5.33.00 AM,3,FALSE,11-10-2025 5.30,11-10-2025 5.33,5,On-Time / Minor
11-10-2025,90092,Western,Dadar,6.00.00 AM,6.01.00 AM,1,FALSE,11-10-2025 6.00,11-10-2025 6.01,6,On-Time / Minor
11-10-2025,11093,Central,Thane,6.30.00 AM,6.32.00 AM,2,FALSE,11-10-2025 6.30,11-10-2025 6.32,6,On-Time / Minor
11-10-2025,90094,Western,Bandra,7.00.00 AM,7.05.00 AM,5,FALSE,11-10-2025 7.00,11-10-2025 7.05,7,Moderate Delay
11-10-2025,11095,Central,Dadar,7.30.00 AM,7.31.00 AM,1,FALSE,11-10-2025 7.30,11-10-2025 7.31,7,On-Time / Minor
11-10-2025,90096,Western,Bandra,8.00.00 AM,8.04.00 AM,4,TRUE,11-10-2025 8.00,11-10-2025 8.04,8,Moderate Delay
11-10-2025,11097,Central,Kurla,8.30.00 AM,8.30.00 AM,0,TRUE,11-10-2025 8.30,11-10-2025 8.30,8,On-Time / Minor
11-10-2025,90098,Western,Bandra,9.00.00 AM,9.01.00 AM,1,TRUE,11-10-2025 9.00,11-10-2025 9.01,9,On-Time / Minor
11-10-2025,11099,Central,CSMT,9.30.00 AM,9.35.00 AM,5,TRUE,11-10-2025 9.30,11-10-2025 9.35,9,Moderate Delay
